server_id,server_name,ip_address,mac_address,location,country_code,timezone,os_version,cpu_usage,memory_usage,disk_usage,uptime,last_boot_time,cpu_model,ram_size,disk_size,network_speed,network_interface,server_status,server_type
137,Mrs,53.104.210.251,0E-C1-78-71-3F-93,Ban Talat Bueng,TH,Asia/Bangkok,0.65,52.27,83.53,41.54,73,11/13/2022,Honorable,30.38,187.36,705.95,Dr,inactive,application
138,Honorable,183.187.81.91,12-C3-E6-FB-10-0B,Ceres,ZA,Africa/Johannesburg,8.7,50,93.09,60.84,16,4/30/2022,Honorable,14.58,11.68,343.49,Rev,maintenance,database
139,Ms,164.146.43.176,5C-FA-AC-F1-E5-E1,Jatirejo,ID,Asia/Jakarta,1.1,44.83,32.67,18.76,23,7/6/2022,Rev,23.58,527.09,582.88,Honorable,inactive,web
140,Honorable,15.183.252.197,7A-0A-19-B0-1A-A8,Kleszczewo,PL,Europe/Warsaw,0.79,30.37,74.17,76.1,71,5/7/2022,Ms,42.19,930.08,836.93,Ms,active,web
141,Mrs,0.58.78.122,16-00-39-35-81-2C,Shaowu,CN,Asia/Shanghai,7.48,92.67,18.98,92.99,59,3/29/2022,Rev,29.51,871.15,323.69,Honorable,active,web
142,Dr,195.101.160.60,49-C8-06-9D-D0-70,Xuri,CN,Asia/Harbin,0.8,65.23,12.12,11.86,22,10/20/2022,Rev,56.43,430.89,310.92,Rev,maintenance,database
143,Mr,131.10.27.176,1D-9F-06-87-39-AD,Krajan Ngerdani,ID,Asia/Jakarta,9.29,56.52,15.15,75.67,4,12/23/2022,Honorable,12.98,391.62,900.51,Honorable,inactive,application
144,Rev,186.164.252.22,03-44-93-6C-EF-69,Pitumarca,PE,America/Lima,6.4.0,7.6,46.2,4.65,17,11/3/2022,Rev,42.08,30.16,441.52,Honorable,maintenance,database
145,Honorable,223.53.144.142,A7-89-19-D7-F9-99,Győr,HU,Europe/Budapest,0.5.0,45.45,35.7,37.33,39,10/5/2022,Ms,39.49,93.43,419.01,Mr,maintenance,web
146,Ms,192.185.152.37,D0-E0-3A-C2-EC-BF,Angol,CL,America/Santiago,0.8.6,17.61,70.38,69.49,40,3/31/2022,Rev,7.15,130.36,900.96,Mr,inactive,web
147,Honorable,163.74.252.192,8B-7F-B1-0F-5E-B6,Wolomoni,ID,Asia/Makassar,0.43,78.65,41.97,53.57,92,8/17/2022,Dr,5.02,454.56,657.06,Mrs,active,web
148,Mrs,128.176.86.210,A4-8B-E6-4C-7A-B1,Kruisfontein,ZA,Africa/Johannesburg,7.6.3,75.06,87.44,83.45,87,3/30/2022,Honorable,4.81,587.99,655.17,Rev,active,database
149,Honorable,192.15.103.167,3D-01-81-13-6A-B4,Železná Ruda,CZ,Europe/Prague,1.99,69.97,77.47,46.2,82,6/5/2022,Dr,33.18,821.15,964.09,Dr,inactive,web
150,Ms,253.32.204.49,F7-F4-AE-35-80-AB,Bokat,ID,Asia/Makassar,0.1.8,65.48,90.1,31.88,6,10/16/2022,Ms,59.76,200.26,991.29,Honorable,inactive,database
151,Dr,38.187.119.210,D6-BE-0C-1C-70-67,Yushu,CN,Asia/Harbin,0.3.7,17.12,70.76,51.02,80,12/21/2022,Mrs,35.99,161.1,375.93,Dr,active,web
152,Mrs,123.238.101.206,08-63-F5-12-B1-43,Đống Đa,VN,Asia/Ho_Chi_Minh,0.77,21.87,31.02,97.19,12,9/20/2022,Rev,1.54,723.19,550.58,Ms,maintenance,application
153,Ms,132.195.34.122,39-AC-76-CA-1E-E8,Ojiya,JP,Asia/Tokyo,7.1,15.75,47.1,38.75,58,10/24/2022,Dr,24.27,125.27,240.16,Mr,maintenance,application
154,Dr,29.129.61.117,66-91-5A-2E-46-53,Winter Haven,US,America/New_York,0.47,15.41,26.31,26.57,86,11/23/2022,Honorable,43.26,448.97,906.68,Honorable,active,web
155,Mr,248.50.64.190,C7-33-6B-F8-64-6A,Mesa,US,America/Phoenix,9.58,59.41,46.78,92.7,18,2/15/2022,Rev,53.92,592.99,662.04,Honorable,maintenance,application
156,Rev,135.5.157.170,43-E1-57-9A-E6-4F,Zhob,PK,Asia/Karachi,0.25,47.61,22.57,1.52,21,2/14/2022,Ms,17.93,622.42,939.02,Honorable,inactive,web
157,Ms,84.197.131.107,7C-5E-E2-6E-F9-B3,Olejet,ID,Asia/Jakarta,0.1.1,91.23,64.91,21.04,74,5/27/2022,Rev,38.65,703.11,617.13,Dr,maintenance,application
158,Mrs,223.118.24.242,8C-1B-4A-40-5D-A4,Villefranche-sur-Mer,FR,Europe/Paris,4.68,25.54,43.73,61.89,39,2/2/2022,Ms,13.46,141.88,636.47,Rev,inactive,application
159,Mr,78.185.57.183,75-CE-02-3D-09-83,Wangda,CN,Asia/Chongqing,4.4,91.71,77.54,1.7,23,3/2/2022,Mrs,52.82,201.34,454.35,Ms,maintenance,database
160,Ms,188.77.232.254,DB-3A-A4-86-FA-0D,Prince Albert,CA,America/Regina,1.5,19.54,58.7,51.21,23,9/26/2022,Honorable,23.54,87.27,216.86,Dr,inactive,database
161,Mrs,108.71.35.230,B7-B6-9B-84-91-F6,Rancapanjang,ID,Asia/Jakarta,0.28,90.81,43.09,42.74,44,11/12/2022,Mr,45.47,384.33,114.13,Rev,inactive,application
162,Mrs,104.201.221.96,09-B4-B1-17-B3-E6,Jiebu,CN,Asia/Shanghai,7.4,84.27,52.94,56.61,51,5/8/2022,Honorable,12.01,473.62,635.26,Mr,inactive,database
163,Honorable,158.154.11.85,EA-F1-9A-A1-2D-C1,Qibu,CN,Asia/Shanghai,8.7,74.66,81.04,17.49,97,7/6/2022,Rev,30.21,384.4,770.98,Rev,active,database
164,Mr,147.66.28.31,85-E3-EA-86-AC-56,Bimbo,CF,Africa/Bangui,0.66,65.16,17.69,5.71,80,10/19/2022,Mr,45.97,577.2,412.79,Mrs,inactive,web
165,Dr,231.123.32.89,7D-94-74-E5-5D-53,Sabana Iglesia,DO,America/Santo_Domingo,9.41,92.01,6.08,4.46,43,10/28/2022,Rev,22.44,771.24,929.65,Ms,inactive,database
166,Honorable,120.215.2.10,F3-1C-D9-CC-3C-C1,Aimin,CN,Asia/Shanghai,0.3.1,98.33,38.29,91.93,17,6/6/2022,Ms,45.79,481.32,153.02,Ms,inactive,application
167,Mrs,197.248.118.157,34-C5-EE-2B-3A-E5,Volodarka,UA,Europe/Kiev,0.29,26.66,99.16,64.55,76,3/23/2022,Honorable,23,624.95,378.16,Rev,inactive,database
168,Rev,248.240.215.58,86-7D-7C-20-A3-0D,Aeteke,ID,Asia/Makassar,9.8.2,44.27,92.8,73.89,38,2/7/2022,Ms,63.14,642.92,79.84,Ms,active,web
169,Honorable,191.76.48.111,1E-5F-4D-BC-D3-DA,Mangero,PH,Asia/Manila,8.8.9,55.73,13.95,7.76,77,8/14/2022,Dr,20.49,691.88,529.46,Honorable,active,web
170,Ms,154.159.107.166,2C-6A-A1-A2-45-16,Sukadana,ID,Asia/Jakarta,0.4.2,64.78,92.43,48.12,44,6/13/2022,Rev,15.88,342.99,155.02,Rev,inactive,application
171,Ms,107.43.194.114,F7-CA-5E-88-17-C4,Dongpu,CN,Asia/Shanghai,9.4,27.73,94.23,65.05,14,11/13/2022,Mrs,37.12,690.83,835.47,Honorable,active,application
172,Mr,130.186.89.1,BE-1E-F0-AD-0C-CE,Rantīs,PS,Asia/Jerusalem,6.67,1.79,84.07,28.51,39,12/27/2022,Mr,38.03,492.33,492.58,Rev,maintenance,web
173,Rev,245.121.164.210,06-49-38-56-32-AE,Verkhniy Landekh,RU,Europe/Moscow,6.3,5.64,39.42,87.93,3,7/8/2022,Mr,61.73,245.96,3.17,Mr,maintenance,application
174,Mrs,95.92.138.88,BE-AA-8B-7B-72-A0,Zili,CN,Asia/Chongqing,2.08,85.6,18.14,17.28,81,8/13/2022,Honorable,31.95,545.4,983.54,Honorable,maintenance,web
175,Ms,168.252.201.76,13-59-8A-95-A5-62,Abuko,GM,Africa/Banjul,0.37,96.41,95.6,48.17,41,9/24/2022,Ms,9.67,402.44,837.72,Mrs,active,web
176,Mrs,122.161.75.234,C4-AA-D1-D6-69-C6,El Coco,PA,America/Panama,3.56,46.13,62.04,24.42,55,7/13/2022,Dr,27.6,547.82,955.11,Mr,active,web
177,Dr,56.25.170.246,77-9A-0D-73-7F-00,Wenchang,CN,Asia/Chongqing,0.7.1,46.04,61.37,32.54,47,6/4/2022,Ms,51.51,942.36,108.43,Mr,maintenance,application
178,Rev,119.116.12.136,95-F5-26-87-87-AC,Vista Hermosa,MX,America/Mexico_City,6.06,11.23,18.76,5.8,68,3/27/2022,Rev,32.96,393.32,477.62,Dr,inactive,application
179,Dr,0.235.41.98,CC-87-C9-FF-58-8B,Lanhe,CN,Asia/Chongqing,7.4,24.68,47.27,58.66,35,7/9/2022,Honorable,37.93,190.37,806.01,Ms,active,database
180,Mrs,103.192.165.20,0A-C6-AB-AA-40-DC,Brejo Santo,BR,America/Fortaleza,2.1.2,44.08,36.93,90.35,42,9/1/2022,Mrs,56.91,898.45,216.83,Mr,active,database
181,Dr,202.125.132.249,D5-42-79-31-B2-0A,Niafunké,ML,Africa/Bamako,9.12,88.79,53.5,64.61,64,9/29/2022,Mr,36.95,274.14,391.85,Mr,inactive,application
182,Rev,58.125.208.194,09-6E-6F-31-30-7E,Timóteo,BR,America/Sao_Paulo,0.8.2,72.92,5.64,38.22,12,9/24/2022,Mrs,47.14,675.97,537.92,Mr,inactive,database
183,Rev,218.247.153.74,3E-29-D5-76-75-D2,General Enrique Godoy,AR,America/Argentina/Salta,6.33,70.72,75.96,51.24,38,10/28/2022,Mrs,37.82,724,390.51,Ms,maintenance,database
184,Ms,54.60.198.149,BD-E5-6F-0D-7E-C9,Kungsör,SE,Europe/Stockholm,9.9,34.3,43.98,80.72,68,10/23/2022,Mrs,62.14,150.09,235.34,Mr,active,database
185,Mrs,245.59.152.176,0C-FF-FF-46-7C-61,Marsh Harbour,BS,America/Nassau,8.41,28.3,28.35,79.36,35,11/8/2022,Ms,52.56,221.95,167.41,Ms,active,application
186,Ms,103.50.233.220,2B-D3-43-ED-27-92,Vyshchetarasivka,UA,Europe/Zaporozhye,1.7.9,99.48,60.18,11.25,87,5/14/2022,Ms,23.72,931.59,41.66,Honorable,active,database
187,Mrs,246.128.251.135,01-52-23-22-BB-FC,Rosetta,EG,Africa/Cairo,0.43,51.33,47.68,10.44,96,4/20/2022,Ms,13.6,956.45,745.76,Honorable,maintenance,application
188,Dr,240.36.190.66,98-65-4A-17-63-71,Feričanci,HR,Europe/Zagreb,0.35,72.68,36.21,4.88,17,9/19/2022,Mr,2.1,243.13,160.4,Rev,active,web
189,Rev,140.42.19.181,0E-AF-15-BD-C7-15,Chinú,CO,America/Bogota,0.7.6,34.12,23.55,9.84,92,12/21/2022,Rev,44.54,459.9,999.16,Dr,inactive,database
190,Rev,18.228.55.197,6D-1C-81-CB-56-DF,Knin,HR,Europe/Zagreb,2.8,14.48,60.02,87.23,68,12/29/2022,Mr,32.68,494.77,84.61,Mr,active,web
191,Rev,55.54.42.121,02-60-1D-F9-DE-02,Sanchang,CN,Asia/Shanghai,9.8.9,59.46,91.48,4.89,5,6/13/2022,Mr,37.14,82.77,475.25,Rev,inactive,web
192,Honorable,69.192.167.48,6D-C1-A7-54-DC-6B,Bayan,ID,Asia/Makassar,0.9.6,15.57,57.42,45.1,66,1/4/2022,Rev,47.42,321.98,49.89,Dr,inactive,database
193,Mrs,60.175.26.216,DF-89-B4-36-77-98,Palermo,IT,Europe/Rome,9.5,49.73,98.55,81.9,19,1/30/2022,Ms,36.34,664.46,361.71,Mrs,active,web
194,Rev,239.142.246.19,B4-F4-EC-20-3B-AB,Baipu,CN,Asia/Shanghai,4.3.9,2.44,53.98,54.64,68,6/29/2022,Honorable,14.05,919.1,990.11,Ms,maintenance,web
195,Honorable,86.95.99.178,3C-5D-BC-82-CF-08,Årsta,SE,Europe/Stockholm,4.9,63.2,92.04,99.52,50,4/5/2022,Mrs,3.12,246.12,604.88,Honorable,active,application
196,Honorable,206.139.9.17,24-16-8A-41-85-1C,Winschoten,NL,Europe/Amsterdam,4.2,45.1,92.16,67.54,89,3/18/2022,Mrs,17.38,693.95,567.4,Mr,maintenance,application
197,Dr,127.252.140.2,75-C7-D0-12-F3-91,Reading,US,America/New_York,9.3.7,66.85,9.96,25.91,68,1/28/2022,Mrs,62.13,977.88,277.22,Honorable,maintenance,web
198,Honorable,100.44.41.89,84-30-E1-0F-1F-96,Bergen op Zoom,NL,Europe/Amsterdam,0.37,61.86,6.35,46.15,95,12/3/2022,Mrs,20.89,50.78,289.95,Honorable,maintenance,database
199,Ms,116.35.254.114,9B-15-BA-35-24-EE,Studzienice,PL,Europe/Warsaw,0.6.7,14.54,31.48,89.98,30,11/14/2022,Mr,4.99,806.64,270.48,Mr,maintenance,database
200,Rev,122.164.61.71,37-0D-A5-B3-16-82,Fullerton,US,America/Los_Angeles,5.74,47.08,51.84,18.13,60,2/26/2022,Ms,35.87,219.72,621.2,Rev,maintenance,application
201,Mrs,139.85.61.78,27-8B-E8-EB-5C-A6,Molinos,AR,America/Argentina/Salta,9.0.5,27.47,40.22,68.36,93,6/15/2022,Honorable,39.17,194.62,49.62,Rev,maintenance,database
202,Honorable,35.159.137.76,B5-58-1E-7D-10-ED,Monjas,GT,America/Guatemala,6.55,15.61,81.69,66.88,40,7/9/2022,Mr,21.86,316.09,907.22,Rev,inactive,web
203,Mrs,111.84.165.213,DB-40-51-1C-F4-44,Waipare,ID,Asia/Makassar,3.7,89.31,95.82,73.39,93,12/6/2022,Dr,53.87,543.3,892.07,Dr,active,web
204,Mrs,156.9.95.14,E2-7A-A0-0F-00-58,Purabaya,ID,Asia/Jakarta,8.4.6,23.4,4.98,6.64,28,3/13/2022,Rev,19.64,384.23,770.46,Mr,inactive,database
205,Mr,237.202.59.78,36-7B-A6-7C-C3-38,Mahendranagar,NP,Asia/Kathmandu,2.7.6,80.1,16.9,5.7,39,9/4/2022,Rev,55.11,355.94,689.52,Mrs,inactive,application
206,Mr,110.101.73.178,1E-63-28-01-11-A3,Cleveland,US,America/New_York,5.4.4,49.04,84.03,74.85,31,6/26/2022,Mrs,7.42,248.48,428.39,Dr,inactive,database
207,Dr,242.126.187.193,70-A6-48-BA-A6-43,Ainaži,LV,Europe/Tallinn,0.9.3,71.28,79.62,25.03,16,9/8/2022,Honorable,25.26,861.94,327.24,Mr,maintenance,application
208,Mrs,103.59.45.64,5B-76-C7-26-EE-DD,Oskarshamn,SE,Europe/Stockholm,3.3,2.36,34.05,41.12,7,12/11/2022,Mrs,3.01,942.64,708.12,Mr,maintenance,web
209,Dr,133.201.55.117,B0-48-23-77-A5-9C,Morávka,CZ,Europe/Prague,8.72,99.27,23.6,35.9,28,4/13/2022,Mrs,35.93,562.18,450.05,Honorable,active,application
210,Mrs,196.30.22.85,29-70-71-A1-DD-5B,Taobei,CN,Asia/Shanghai,6.5,83.98,82.16,16.8,4,7/3/2022,Mrs,62.14,28.78,59.28,Honorable,active,database
211,Dr,33.233.185.88,FD-7A-2B-03-81-35,Padangpanjang,ID,Asia/Jakarta,0.4.0,20.83,47.91,79.77,97,10/20/2022,Honorable,16.84,359.57,657.97,Rev,active,database
212,Honorable,85.169.194.127,6D-C9-30-84-81-7B,Xinzhu,CN,Asia/Chongqing,1.72,30.78,96.54,53.21,3,4/23/2022,Mrs,60.38,82.41,298.25,Ms,inactive,database
213,Mr,56.228.195.117,D1-09-43-FE-38-46,Pjanići,BA,Europe/Sarajevo,8.2.5,20.96,9.7,8.82,16,8/20/2022,Rev,50.14,332.05,46.78,Honorable,maintenance,application
214,Mr,245.13.60.199,B9-38-07-BA-1D-EC,Shuiji,CN,Asia/Shanghai,0.29,60.94,83.95,3.7,80,10/16/2022,Mr,24.68,781.66,702.26,Rev,active,database
215,Mr,1.254.115.9,AD-3B-48-A6-A7-B5,Repnoye,RU,Europe/Volgograd,1.7,11.81,39.18,20.56,41,6/25/2022,Ms,22.34,477.6,287.86,Dr,active,application
216,Mrs,139.139.250.252,D8-AC-A2-A3-FE-D0,Široki Brijeg,BA,Europe/Sarajevo,5.0.9,9.95,46.3,7.05,59,5/31/2022,Mr,35.5,950.78,58.81,Rev,maintenance,web
217,Honorable,158.202.144.99,91-4E-D9-23-89-23,Şabāḩ as Sālim,KW,Asia/Kuwait,7.43,18.64,47.52,26.89,36,8/16/2022,Mrs,55.91,855.57,265.06,Rev,active,web
218,Rev,94.24.217.249,9C-09-97-18-A4-7E,Hegarmulya,ID,Asia/Jakarta,1.5,3.67,52.7,74.47,10,2/24/2022,Mr,60.83,357.88,456.71,Mrs,active,database
219,Rev,51.247.22.43,40-99-D8-97-DF-41,Donghai,CN,Asia/Shanghai,0.48,99.48,94.79,68.29,84,11/29/2022,Ms,63.08,834.48,489.97,Dr,maintenance,web
220,Honorable,96.152.79.118,3E-C0-12-A8-D9-13,Kłoczew,PL,Europe/Warsaw,9.42,37.91,83.88,50.63,19,4/17/2022,Dr,43.08,482.51,36.04,Honorable,active,web
221,Rev,28.67.90.24,D2-F3-5F-5A-C9-D2,Qinjia,CN,Asia/Harbin,1.6,6.49,43.99,16.77,15,10/14/2022,Honorable,42.68,383.94,754.77,Mrs,inactive,web
222,Ms,28.194.157.174,EC-E4-5F-25-98-BB,Lewograran,ID,Asia/Makassar,5.58,51.41,86.76,82.85,80,7/17/2022,Rev,9.57,256.78,153.62,Honorable,active,database
223,Ms,167.205.163.239,E6-E2-9C-8B-96-FF,Falun,SE,Europe/Stockholm,0.22,48.3,55.31,49.19,99,5/22/2022,Rev,58.94,920.13,99.31,Ms,maintenance,application
224,Mr,18.72.29.251,96-E2-06-EA-B0-EE,Cacocum,CU,America/Havana,0.2.2,58.65,24.65,58.02,58,5/27/2022,Ms,5.05,276.42,184.35,Dr,active,database
225,Ms,135.39.148.211,53-D9-65-EB-18-75,Araçatuba,BR,America/Sao_Paulo,0.62,4.48,45.35,87.97,17,10/18/2022,Rev,1.48,602.06,854.09,Rev,active,application
226,Ms,120.25.145.235,CA-8A-06-AD-9F-E7,Tangjiawan,CN,Asia/Chongqing,0.42,27.36,32.76,32.78,75,4/21/2022,Dr,6.69,559.81,588.4,Honorable,maintenance,application
227,Mr,18.135.163.218,67-15-A2-EB-03-F2,Basiong,ID,Asia/Jayapura,1.9.0,68.79,63.15,81.48,74,5/18/2022,Mrs,55.89,525.26,288.01,Dr,inactive,application
228,Rev,161.111.81.160,F3-46-E7-73-A7-6E,Marondera,ZW,Africa/Harare,5.4.8,53.14,73.98,53.84,46,2/11/2022,Mr,35.07,248.2,942.36,Mrs,active,web
229,Dr,219.23.229.37,BE-95-1A-FA-DF-8A,Bangeran,ID,Asia/Jakarta,5.4.5,6.54,81.78,15.65,2,6/12/2022,Ms,6.47,268.41,680.4,Ms,active,web
230,Rev,222.187.61.199,AE-08-13-2E-0C-1A,Stockholm,SE,Europe/Stockholm,9.9,37.19,82.7,60.07,27,5/29/2022,Mr,6.8,945.6,268.77,Rev,maintenance,database
231,Dr,9.138.213.88,B4-0A-3B-1A-EF-C2,Sergeyevka,RU,Asia/Vladivostok,0.97,46.89,79.7,60.1,55,5/26/2022,Rev,22.92,767.77,401.61,Dr,maintenance,database
232,Ms,83.100.67.124,9C-7E-C8-44-1B-6C,Volot,RU,Europe/Moscow,0.2.0,91.9,63.47,89.28,92,8/1/2022,Rev,48.98,248.62,143,Dr,inactive,database
233,Mr,186.73.222.57,FD-5A-86-59-AD-8D,Yamkino,RU,Europe/Moscow,4.42,93.12,95.02,89.26,40,3/29/2022,Mr,53.82,882.97,276.75,Mr,maintenance,web
234,Ms,165.76.63.226,EE-59-A9-B4-F5-77,Fubei,CN,Asia/Shanghai,3.95,88.72,15.79,42.99,36,5/1/2022,Honorable,9.77,215.55,710.81,Mrs,active,web
235,Ms,225.42.133.49,5C-3A-C1-2A-C3-02,Nghi Xuân,VN,Asia/Ho_Chi_Minh,0.4.2,82.36,37.57,45.39,32,10/14/2022,Honorable,58.15,695.04,567.04,Dr,active,web
236,Ms,7.141.0.44,90-9D-FC-78-85-3A,Krasnystaw,PL,Europe/Warsaw,8.2.6,85.73,36.6,90.31,92,4/29/2022,Ms,24.02,71.57,132.89,Ms,inactive,application
237,Honorable,104.170.240.80,10-49-59-D0-D1-7E,Puerto San José,GT,America/Guatemala,0.5.8,74.09,88.32,43.77,85,12/16/2022,Rev,43.2,218.06,215.77,Mrs,active,application
238,Mrs,231.24.33.101,B0-9A-37-84-C7-86,Jingling,CN,Asia/Shanghai,9.3,95.81,83.24,0.84,97,7/11/2022,Mr,30.35,783.94,95.07,Ms,inactive,database
239,Rev,94.236.73.44,C3-29-5A-A6-B7-8F,Bålsta,SE,Europe/Stockholm,5.5,99.11,95.4,50.44,29,9/2/2022,Mr,29.26,977.47,671.26,Rev,inactive,application
240,Mr,8.206.194.82,BD-BB-EE-36-53-43,Caracol,HT,America/Port-au-Prince,6.06,66.34,15.13,60.37,73,12/17/2022,Mrs,21.9,880.11,597.82,Rev,inactive,application
241,Rev,159.76.251.66,B3-5F-98-C8-33-5D,Imeni Zhelyabova,RU,Europe/Moscow,1.5,3.64,14.94,37.64,14,9/17/2022,Mrs,2.79,167.45,620.36,Mr,maintenance,web
242,Ms,51.221.152.54,73-98-58-D9-51-F2,Mthatha,ZA,Africa/Johannesburg,9.22,14.44,96.15,62.95,60,7/7/2022,Ms,53.17,426.19,664.07,Mr,inactive,application
243,Ms,160.164.31.35,09-95-65-47-94-04,Bayt Wazan,PS,Asia/Hebron,2.3.6,2.72,51.64,76,17,6/12/2022,Dr,14.16,637.89,490.2,Dr,maintenance,database
244,Mrs,54.187.125.186,65-F2-A9-7B-4C-F5,Wola Rębkowska,PL,Europe/Warsaw,2.6.9,33.61,50.47,70.39,72,6/26/2022,Rev,43.83,808.03,759.25,Mr,inactive,web
245,Honorable,137.122.59.190,E4-DD-4E-89-92-9F,Pagersari,ID,Asia/Jakarta,0.82,45.09,22.91,21.64,65,4/18/2022,Rev,3.66,574.02,187.65,Dr,active,application
246,Ms,251.73.89.29,AC-D0-30-79-27-D3,Citatah Kaler,ID,Asia/Jakarta,0.8.0,49.21,71.02,0.49,73,11/21/2022,Ms,61.81,368.19,944.82,Mr,inactive,application
247,Ms,191.49.138.179,02-1F-90-42-CE-31,Ljig,RS,Europe/Belgrade,3.41,28.18,42.31,32.37,63,1/13/2022,Dr,1.61,452.58,614.8,Mr,active,application
248,Dr,53.45.47.234,37-70-9F-1F-3E-6A,Campo Maior,BR,America/Fortaleza,0.96,90.57,81.53,28.05,51,9/10/2022,Mr,19.64,869.95,266.82,Ms,inactive,application
249,Ms,248.98.71.133,96-D8-43-CF-74-9B,Chernomorets,BG,Europe/Sofia,0.4.5,91.33,75.42,37.35,86,11/21/2022,Dr,16.29,837.95,324.55,Honorable,maintenance,application
250,Rev,149.148.255.85,DE-68-86-54-9C-B9,Pekalongan,ID,Asia/Jakarta,0.8.7,82.39,93.83,67.45,8,10/26/2022,Dr,34.91,189.3,359.08,Honorable,inactive,web
251,Ms,211.239.221.151,18-C7-C2-00-2C-86,Changhao,CN,Asia/Chongqing,7.3.9,76.58,57.14,91.84,42,3/4/2022,Honorable,24.28,221.71,386.48,Honorable,inactive,database
252,Mr,14.4.37.94,B9-6F-F5-32-AE-D2,Stará Huť,CZ,Europe/Prague,0.7.7,51.02,62.71,6.43,53,3/27/2022,Dr,62.02,823.24,147.99,Mr,inactive,database
253,Dr,168.181.202.103,8C-8C-AC-D4-01-32,Amurzet,RU,Asia/Harbin,5.2,90.23,1.51,73.01,94,12/9/2022,Honorable,9.18,521.18,852.67,Ms,inactive,application
254,Dr,111.13.244.244,7E-69-AF-47-D7-BF,Hagonoy,PH,Asia/Manila,6.6,85.96,96.77,40.69,2,12/2/2022,Honorable,21.9,310.9,345.64,Ms,inactive,database
255,Ms,233.84.210.58,EC-23-C8-D7-E0-62,Ngawen,ID,Asia/Jakarta,0.56,58.69,47,73.92,17,2/7/2022,Rev,9.3,658.93,588.56,Ms,maintenance,database
256,Rev,209.217.121.158,A5-9E-99-E9-8F-5E,Krasne,UA,Europe/Simferopol,5.5,39.31,8.67,71.6,55,3/25/2022,Dr,3.11,294.19,427.7,Mr,inactive,database
257,Ms,11.243.120.58,41-70-58-7E-9C-81,Hendaye,FR,Europe/Madrid,4.5.5,91.98,76.35,79.94,49,5/10/2022,Mr,60.08,677.85,95.62,Honorable,maintenance,application
258,Mr,192.239.214.37,1B-BC-BD-C7-B4-ED,Gaoling,CN,Asia/Harbin,0.92,76.68,81.2,76.53,81,6/5/2022,Dr,3.69,932.94,558.74,Ms,active,application
259,Dr,230.56.199.121,DB-FF-D9-68-EF-73,Candelária,BR,America/Sao_Paulo,4.78,63.85,1.45,13.27,11,4/29/2022,Mr,16.73,628.19,675.61,Ms,maintenance,database
260,Mrs,54.190.30.11,F8-70-B8-70-1F-7B,Ngou,CM,Africa/Douala,0.5.9,98.41,95.2,33.7,56,7/8/2022,Rev,16.38,109.89,833.08,Mrs,maintenance,web
261,Mrs,112.150.18.180,9E-F0-61-5E-1C-7B,Parobé,BR,America/Sao_Paulo,6.62,1.74,59.52,5.31,99,4/1/2022,Mrs,45.72,138.98,214.79,Dr,maintenance,application
262,Ms,43.78.237.251,9B-71-AF-95-C6-D8,Petukhovo,RU,Asia/Almaty,0.4.4,40.82,28.31,75.69,4,8/8/2022,Mr,29.11,406.77,599.71,Mr,maintenance,application
263,Mrs,206.244.73.29,3F-A8-21-6F-C5-9C,Bojong,ID,Asia/Jakarta,6.28,1.08,42.7,30.34,30,1/30/2022,Mr,22.65,327.55,966.72,Ms,inactive,application
264,Ms,30.37.126.122,E0-5F-7E-47-72-CC,Kilingi-Nõmme,EE,Europe/Tallinn,2.17,71,67.85,40.8,70,2/10/2022,Dr,44.72,178.22,623.77,Rev,inactive,application
265,Dr,18.236.95.39,CE-F6-4D-6D-74-7D,Hailin,CN,Asia/Harbin,0.71,5.27,58.26,20.5,25,3/22/2022,Ms,33.8,635.1,634.17,Mrs,active,web
266,Mr,189.176.236.32,4A-CA-71-65-A9-03,Limanancong,PH,Asia/Manila,2.6.6,37.85,73.96,80.39,21,11/19/2022,Rev,45.35,377.24,455.99,Rev,inactive,application
267,Dr,156.26.31.116,94-48-A9-3C-C9-C4,Pontang Tengah,ID,Asia/Jakarta,2.9,17.71,79.58,45.82,83,11/29/2022,Honorable,37.53,91.29,720.85,Dr,active,database
268,Mrs,104.139.34.240,BC-08-07-E7-33-EA,Redakodi,ID,Asia/Makassar,9.9,53.56,74.77,91.82,96,3/17/2022,Dr,19.73,820.06,81.72,Ms,maintenance,web
269,Honorable,247.193.169.109,89-25-5E-7A-09-AD,Kisela Voda,MK,Europe/Skopje,0.87,78.84,42.29,35.66,29,11/27/2022,Mr,37.28,488.59,392.77,Rev,maintenance,database
270,Ms,140.152.44.81,5C-8C-CC-D2-C2-50,Gelsenkirchen,DE,Europe/Berlin,0.17,42.97,97.19,42.65,97,8/5/2022,Honorable,30.06,480.84,596.05,Dr,active,database
271,Ms,81.174.232.120,2B-3F-AA-D7-72-FF,Rezovac,HR,Europe/Zagreb,2.2.4,86.39,45.27,85.07,75,3/20/2022,Ms,43.23,143.74,804.62,Ms,active,database
272,Ms,1.239.19.141,D3-7A-6F-75-C4-05,Otuzco,PE,America/Lima,0.37,83.87,71.43,99.95,56,8/17/2022,Mrs,11.62,900.3,846.02,Mr,maintenance,application
273,Rev,5.102.27.200,C1-CB-AC-EF-62-C5,Aguiar da Beira,PT,Europe/Lisbon,0.6.2,50.63,44.25,82.86,36,5/29/2022,Rev,49.39,334.29,408.45,Rev,active,web
